Food Name,Food Code,Description,Group,Group (sub-class),Comments,Energy (kcal),Protein (g),Carbohydrate (g),Total Sugars (g),Total Nitrogen (g),NSP (g),Fibre (g),Fat (g),Starch (g),Water (g),Total Phytosterols (mg),Description Footnote,Citric acid (g),Malic acid (g),Alcohol (g),Alpha-carotene (µg),Beta-carotene (µg),Cryptoxanthins (µg),Lutein (µg),Lycopene (µg),Carotene (µg),Satd FA (/100g FA g),Satd FA /100g fd (g),n-6 poly (/100g FA g),n-6 poly (/100g food g),n-3 poly (/100g FA g),n-3 poly (/100g food g),cis-Mono FA (/100g FA g),cis-Mono FA (/100g food g),Mono FA (/100g FA g),Mono FA (/100g food g),cis-Polyu FA (/100g FA g),cis-Poly FA (/100g food g),Poly FA (/100g FA g),Poly FA (/100g food g),Sat FA excl Br (/100g FA g),Sat FA excl Br (/100g food g),Branched chain FA (/100g FA g),Branched chain FA (/100g food g),ans FAs (/100g FA g),ans FAs (/100g food g),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Phosphorus (mg),Iron (mg),Copper (mg),Zinc (mg),Chloride (mg),Manganese (mg),Selenium (µg),Iodine (µg),Other Cholesterol and Phytosterols (mg),Phytosterol (mg),Beta-sitosterol (mg),Brassicasterol (mg),Campesterol (mg),Delta-5-avenasterol (mg),Delta-7-avenasterol (mg),Delta-7-stigmastenol (mg),Stigmasterol (mg),Cholesterol (mg),Oligosaccharide (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),All-trans-retinol (µg),13-cis-retinol (µg),Dehydroretinol (µg),Retinaldehyde (µg),Retinol Equivalent (µg),Retinol (µg),5-mehtyl folate (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg),25-hydroxy vitamin D3 (µg),Cholecalciferol (µg),Vitamin D (µg),Alpha-tocopherol (mg),Beta-tocopherol (mg),Delta-tocopherol (mg),Gamma-tocopherol (mg),Alpha-tocotrienol (mg),Delta-tocotrienol (mg),Gamma-tocotrienol (mg),Vitamin E (mg),Vitamin K1 (µg)
"Sandwich biscuits, cream filled",11-519,"20 samples, 5 brands including custard creams and bourbon",Cereals and cereal products ,AM,"Data from MW6, LGC, Nutritional analysis of foods for pre-school children, 1992, Food Surveillance sheet No. 18, Fats from FA supplement 11-380. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",482,5.9,69.95,34.35,1.04,1.6,0,20.7,33.9,1.7,0,,0,0,0,0,0,0,0,0,0,0,11,6.49,1.28,2.9,0.57,27.77,5.48,0,7.3,8.32,1.64,0,1.9,55.86,11.03,0.19,0.04,10.26,2,145,180,83,23,81,1.4,0.14,0.5,190,0.42,0,0,0,0,0,0,0,0,0,0,0,51,0,0.9,0,0.2,32.9,0,1.2,0,0,0,0,0,0,0,0.15,0.08,0.9,1.2,2.1,0.05,0,18,0,0,0,0,0,0,2.48,0,0,3.54,0,0,0,2.83,3.8
Short sweet biscuits,11-522,"10 samples, 2 brands including Lincoln and Shortcake",Cereals and cereal products ,AM,"Data from MW5 as 50-105, and FA as 11-382 ,vitamin E from Milk Marketing Board, Fat, Fatty acids and vitamin E content of a selection of biscuits, cakes and desserts, 1992. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",454,6.5,59.9,23.55,1.08,1.5,0,21.8,34.6,2.6,0,,0,0,0,0,0,0,0,0,0,0,11.05,6.95,1.45,0.06,0.05,35.41,7.38,0,8.06,6.14,1.28,0,1.5,53.04,11.05,0.32,0.07,4.3,0.9,360,110,87,15,85,1.8,0.11,0.6,490,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1.4,0,0,22.7,0,0,0,0,0,0,0,0,0,0.16,0.04,0.9,1.3,2.2,0.05,0,13,0,0,0,0,0,0,3.33,0,0,2.65,0,0,0,3.6,4
"Oatcakes, retail",11-518,"6 packets, 4 brands, Fats analysed on 3 brands",Cereals and cereal products ,AM,Data as MW5 50-102 and FA Supplement 11-379,412,10.35,60.2,3.05,1.71,0,0,15.1,54.5,5.5,0,,0,0,0,0,0,0,0,0,0,0,5.07,18.67,2.67,1.26,0.18,41.92,6,0,6.34,19.74,2.83,0,2.9,5.07,0,2.57,0,0,0.37,1230,340,54,100,420,4.5,0.37,2.3,1290,3.2,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,2,1.1,0,0,0,0,0,0,0,0,0.32,0.09,0.7,2.3,3,0.1,0,26,1,17,0,0,0,0,0,0,0,0,0,0,0,2.52,0
"Wafer biscuits, filled",11-524,"9 packets, assorted",Cereals and cereal products ,AM,"Data as MW5 with fats and vitamin E from Milk Marketing Board, 1992, Fat, Fatty acids and vitamin E content of a selection of biscuits, cakes and desserts.",537,4.9,64,43.65,0.82,0,0,30.1,19.4,2.3,0,,0,0,0,0,0,0,0,0,0,71.79,20.66,0,0,0,0,23.6,6.79,23.6,6.79,2.68,0.77,3.32,0.96,0,0,0,0,1.38,0.4,70,160,73,22,83,1.6,0.16,0.5,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,42.9,0,0.4,0,0,0,0,0,0,0,0.09,0.08,0.5,1,1.5,0.03,0,0,0,0,0,0,0,0,0.44,0,0,4.06,0,0,0,0.85,0
Oat based biscuits,11-517,"10 samples, 3 brands including Hob Nobs, Snapjacks, Oatbakes and Barnstormers",Cereals and cereal products ,AM,"LGC, Nutritional analysis  of foods for pre-school children, 1992, Food Surveillance sheet No. 18. Fats as FA Supplement 11-412 and Vitamin E from MMB Fat, Fatty acids and vitamin E content of a selection of biscuits, cakes and desserts, 1992",468,7.6,65.2,24.9,1.3,3.5,0,21.4,36.1,1.9,0,,0,0,0,0,0,0,0,0,0,0,9.2,11.76,2.41,0.31,0.06,36.92,7.55,0,8.32,11.3,2.34,0,2.5,45.14,9.23,0.54,0.11,4.53,0.93,540,235,37,56,215,2,0.14,1.3,540,1.68,0,31,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,24.9,0,0,0,0,0,0,0,0,0,0.18,0.13,1.6,1.6,3.2,0.14,0,13,0.6,9,0,0,0,0,3.16,0,0,2,0,0,0,3.36,0
"Chocolate biscuits, cream filled, full coated",11-507,"9 samples of different brands including Club, Penguin, Trio and Hob Nob bars",Cereals and cereal products ,AM,"Data as MW6 from LGC, Nutritional analysis  of foods for pre-school children, 1992, Food Surveillance sheet No. 18. Fatty acid data published in FA supplement as 11-405",496,6.4,55.55,36.9,1.12,1.5,0,28.4,17.7,0.9,0,,0,0,0,0,0,0,0,0,0,0,16.29,5.4,0,0.4,0,29,7.87,0,9.17,5.8,1.57,0,1.57,60,16.29,0.05,0.01,0.27,0,175,240,125,34,150,1.4,0.18,0.7,220,0.43,0,110,0,0,31.4,0.4,8.7,1.5,0.7,0.2,9,10.6,0,0.4,0,0.2,32.3,0,4.9,0,0,0,0,0,0,0,0.28,0.24,0.7,1.7,2.4,0.04,0,10,0,0,0,0,0,0,0.9,0.07,0.19,2.39,0,0,0,1.16,0
"Wafers, filled, chocolate, full coated",11-509,"11 samples, different brands including Taxi and Blue Riband",Cereals and cereal products ,AM,"LGC, Nutritional analysis  of foods for pre-school children, 1992, Food Surveillance sheet No. 18. Fats data from Fatty acid supplement 11-416",513,6.9,56.55,40.35,1.21,1.1,0,29.7,15.5,1,0,,0,0,0,0,0,0,0,0,0,0,18.24,3.3,0,0.2,0,26.1,7.37,0,9.01,3.5,0.99,0,0.99,64.6,18.24,0.2,0.06,5.8,0,94,300,140,42,155,1.4,0.24,0.8,135,0.36,0,0,0,0,28.3,0.6,8.7,1.3,0.2,0.4,7.8,13.9,0,1.5,0,0.4,33.7,0,5.7,0,0,0,0,0,0,0,0.07,0.26,0.9,1.6,2.5,0.05,0,15,0,0,0,0,0,0,0.72,0.03,0.11,2.99,0,0,0,1.03,0
"Sandwich biscuits, jam filled",11-516,"6 samples, 3 brands including Jammy Dodgers and jam rings",Cereals and cereal products ,AM,"Data as MW6 and FA Supplement 11-414 source LGC, Nutritional analysis  of foods for pre-school children, 1992, Food Surveillance sheet No. 18,",439,5.6,67.2,28.65,0.98,1.5,0,17.3,36.7,4.4,0,,0,0,0,0,0,0,0,0,0,43.5,7.19,11.3,1.87,0.8,0.13,37,6.12,44.9,7.43,11.5,1.9,11.6,1.92,43.5,7.19,0,0,8,1.32,230,120,91,14,72,1.3,0.1,0.4,260,0.4,0,57,0,0,0,0,0,0,0,0,0,0,0,5.2,0,4.2,18.1,1.2,0.4,0,0,0,0,0,0,0,0.2,0.05,0.9,1.1,2,0.04,0,14,0,0,0,0,0,0,1.44,0.14,0.42,1.93,0,0,0,1.69,0
"Digestive biscuits, plain",11-513,"10 samples, 4 brands",Cereals and cereal products ,AM,"MW6 data from MW5 50-097, fat data from Fatty acid Supplement 11-376, Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",465,6.6,65.8,13.25,1.1,2.2,0,20.3,50,2.5,0,,0,0,0,0,0,0,0,0,0,0,9,9.59,1.86,0.47,0.09,37.98,7.37,0,8.26,9.73,1.89,0,1.95,46.35,9,0.33,0.06,4.91,0.95,600,170,92,23,88,3.2,0.28,0.5,540,0.45,0,0,0,0,0,0,0,0,0,0,0,41,0,0.3,0,0.3,13,0,0,0,0,0,0,0,0,0,0.14,0.11,1.1,1.3,2.4,0.09,0,13,0,0,0,0,0,0,5.78,0,0,0.8,0,0,0,5.86,1.51
"Chocolate biscuits, full coated",11-506,"7 samples, 5 brands including Breakaway, United and chocolate fingers",Cereals and cereal products ,AM,"Data as MW6, data from LGC, Nutritional analysis  of foods for pre-school children, 1992, Food Surveillance sheet No. 18.  Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",501,7.3,65.55,44.75,1.28,1.5,0,24.3,19.8,1.2,0,,0,0,0,0,17,0,0,0,17,57.2,13.2,0,1.24,0,0.1,21.2,4.89,36.3,8.38,6.4,1.48,6.5,1.5,0,0,0,0,14.8,3.42,235,240,130,38,150,1.3,0.22,0.8,285,0.44,0,0,0,0,0,0,0,0,0,0,0,22,0,0.5,0,0.4,39.3,0,5.6,24,0,0,0,27,24,0,0.14,0.21,0.9,2,2.9,0.09,0,9,0.6,3,0,0,0,0,2.15,0.16,0.18,3.82,0,0,0,2.6,3.46
Chocolate chip cookies,11-508,"16 samples, 8 brands",Cereals and cereal products ,AM,"Data as MW6 with fatty acid fractions from FA supplement 11-406, data source LGC, Nutritional analysis  of foods for pre-school children, 1992, Food Surveillance sheet No. 18.",474,5.8,61.5,30.75,1.02,2,0,22.9,27.8,3.3,0,,0,0,0,0,0,0,0,0,0,0,10.64,11.15,0.12,0.55,2.44,38.27,8.38,0,8.61,11.47,2.51,0,2.56,48.59,10.64,0,0.03,1.29,0.28,350,175,83,29,125,1.3,0.1,0.6,310,0.54,0,0,0,31,20.4,0,6.3,1,0,0,3.3,1,0,0.3,0,0.3,30.9,0,0,0,0,0,0,0,0,0,0.13,0.08,0.9,1.1,2,0.03,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16,0
"Crispbread, rye",11-511,Analytical and Literature sources,Cereals and cereal products ,AM,"Data from MW5 (50-095) and Cereals and Cereal Products supplement, fat data from Milk Marketing Board, Fat, Fatty acids and vitamin E content of a selection of biscuits, cakes and desserts,",308,9.75,67.45,32.25,1.61,11.7,0,0.6,3,6.4,0,,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.08,0,0.08,0,0.24,0,0.24,0,0,0,0,0,0,220,500,45,100,310,3.5,0.38,3,370,3.5,3,15,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.9,1.3,0.5,0,0,0,0,0,0,0,0,0.28,0.14,1.1,1.8,2.9,0.29,0,35,1.1,7,0,0,0,0,0.82,0,0,0.44,0,0,0,0.86,0
"Digestive biscuits, chocolate",11-512,"22 samples, 4 brands; plain and milk",Cereals and cereal products ,AM,"MW6 data from MW5/Cereals and Cereal Products11-169, fats from Fatty Acid supplement 11-375 (Milk Marketing Board, Fat, Fatty acids and vitamin E content of a selection of biscuits, cakes and desserts,",493,7.05,64.05,27.8,1.17,2.2,0,24.1,34.5,2.5,0,,0,0,0,0,0,0,0,0,0,0,12.22,6.55,1.51,0.35,0.08,32.88,7.57,0,8.86,5.55,1.28,0,1.59,52.98,12.22,0,0.43,6.93,1.6,450,210,84,41,130,2.1,0.24,1,410,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,26,0,2.5,0,0,0,0,0,0,0,0.08,0.11,1.3,1.4,2.7,0.08,0,0,0,0,0,0,0,0,2.56,0,0,3.39,0,0,0,2.9,0
Water biscuits,11-187,3 brands,Cereals and cereal products ,AM,"Data as CCP, fat data from 11-417 not integrated as fat values are very different",440,11.35,72.4,2.25,1.9,3.1,0,12.5,66.8,4.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,140,120,19,87,1.6,0.08,0.7,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0.11,0.03,0.9,2.2,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gingernut biscuits,11-514,"10 packets, 5 brands",Cereals and cereal products ,AM,"MW6 values from MW5 (50-099), fat from FA Supplement 11-377, Vitamin E from Milk Marketing Board, Fat, Fatty acids and vitamin E content of a selection of biscuits, cakes and desserts, 1992, Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",436,5.85,76.35,35,0.98,1.4,0,13,39.4,3.4,0,,0,0,0,0,0,0,0,0,0,0,6,9.91,1.23,0.27,0.03,36.92,4.59,0,5.06,9.66,1.2,0,1.26,48.63,6.04,0.13,0.02,4.28,0.5,330,220,130,25,87,4,0.16,0.5,320,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0.9,32.8,0,0,0,0,0,0,0,0,0,0.1,0.03,0.9,1.1,2,0.07,0,4,0.1,1,0,0,0,0,4.04,0,0,2.01,0,0,0,4.24,1.6
"White bread, French stick",11-471,"18 samples, baguette and flute,  thick and thin",Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194, average of flute and baguette",263,9.5,53.65,2.75,1.6,2.4,3.3,1.9,48.5,29,0,,0,0,0,0,0,0,67,0,0,25.81,0.34,0,0,0,0,21,0.27,21.52,0.28,51.92,0.68,52.36,0.68,0,0,0,0,0.97,0.01,616,152,121,22,100,1.4,0.09,0.7,974,0.57,5,10,0,25.5,15.8,0.2,5.4,0.7,0.3,0.3,0.8,0,0,0,0,0.2,0,2.7,0,0,0,0,0,0,0,0,0.21,0.06,1.7,2.2,3.9,0.07,0,29,0.39,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"White bread, farmhouse or split tin, freshly baked",11-470,20 samples,Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194",236,9.5,46.95,2.85,1.6,2.1,2.9,2,42.7,36.8,0,,0,0,0,0,0,0,0,0,0,30.8,0.49,0,0,0,0,27.37,0.43,29.36,0.43,38.52,0.61,39.42,0.63,0,0,0,0,2.89,0.05,590,135,172,19,89,1.3,0.12,0.8,812,0.46,5,4,0,12.4,13.7,0.2,4.6,0.5,0.2,0.2,0.4,0,0,0,0,0.2,0,2.7,0,0,0,0,0,0,0,0,0.19,0.06,1.4,2,3.4,0.06,0,23,0.38,2.8,0,0,0,0,0.13,0.11,0.01,0.43,0,0,0,0.22,0
"White bread, fried in lard",11-469,Calculated from white sliced bread using analysed fat and water changes,Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194, calculated using MW5 water and fat changes",498,8.5,44.75,3.4,1.42,1.9,2.5,32.2,39.4,7.4,0,,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,13.4,0,0,0,2.9,0,0,0,0,0,0,468,139,180,23,96,1.62,0.14,0.8,842,0.5,6,4,0,0,0,0,0,0,0,0,0,30,0,0,0,0.2,0,3.2,0,0,0,0,0,0,0,0,0.18,0.07,1.5,2,3.6,0.06,0,13,0.32,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"White bread, sliced",11-468,15 samples,Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",219,8.35,44.1,3.3,1.4,1.9,2.5,1.6,38.8,38.6,0,,0,0,0,0,0,0,15,0,0,0,0.29,0,0,0,0,27.99,0.32,28.34,0.32,45,0.52,45.59,0.52,0,0,0,0,0.95,0.01,461,137,177,23,95,1.6,0.14,0.8,829,0.49,6,4,0,17.4,11.5,0.2,3.2,0.5,0.1,0.2,0.4,0,0,0,0,0.2,0,3.2,0,0,0,0,0,0,0,0,0.24,0.08,1.6,2,3.6,0.08,0,25,0.43,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.42
"White bread, Danish style",11-466,"8 samples, 4 brands",Cereals and cereal products ,AF,"Data from LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194 and CCP supplement 11-112, fats estimated from white bread, previously known as white bread slimmers",228,9.55,42.6,2.95,1.6,2.4,3.1,2.7,37.8,37.5,0,,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0.9,0,0,0,0,0,0.02,537,110,130,21,93,1.7,0.14,0.6,950,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,2.7,0,0,0,0,0,0,0,0,0.25,0.07,2,1.7,3.7,0.07,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pitta bread, white",11-465,"10 samples, 8 brands",Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194. Additional vitamin data from 11-090",255,9.55,52.75,2.95,1.6,2.4,2.3,1.3,47.5,31.4,0,,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,439,178,138,22,99,1.9,0.12,0.8,678,0.48,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,2,0,0,0,0,0,0,0,0,0.34,0.08,2.2,2.2,4.4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"White bread, premium",11-474,"15 samples, 13 brands",Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194",230,8.85,44.95,2.65,1.5,1.9,2.8,2.3,40.4,38.4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,138,177,25,101,1.5,0.19,0.8,831,0.49,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,2.5,0,0,0,0,0,0,0,0,0.23,0.07,1.5,2.1,3.6,0.07,0,23,0.47,1,0,0,0,0,0.1,0.09,0.05,0.3,0,0,0,0.17,0
Wheatgerm bread,11-467,"7 samples, 4 brands, pre-packed, sliced",Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194. Iodine and Sulphur from 11-098",220,11.5,37.85,3.75,1.9,4,5.7,3.1,32.5,39.7,0,,0,0,0,0,0,0,0,0,0,28.89,0.72,0,0,0,0,27.53,0.69,27.84,0.69,42.12,1.06,42.82,1.06,0,0,0,0,1,0.03,578,269,212,64,219,2.9,0.26,2.3,828,2.05,12,22,0,53.1,32.2,0.4,12.2,2.1,0.9,0.5,1.7,0,0,0.2,0,0.6,0,2.9,0,0,0,0,0,0,0,0,0.34,0.11,3.6,2.5,6.1,0.09,0,38,0.5,1.5,0,0,0,0,0.34,0.19,0.02,0.66,0,0,0,0.48,0
"White bread, toasted",11-475,Calculated using weight loss of 18%,Cereals and cereal products ,AF,"White bread sliced from LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194",267,10.2,53.75,4,1.71,2.3,3,2,47.4,25.1,0,,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0.39,0,0,0,0.63,0,0,0,0,0,0.01,562,167,216,28,116,1.95,0.17,1,1011,0.6,5,5,0,21.2,14,0.2,3.9,0.6,0.1,0.2,0.5,0,0,0,0,0.2,0,3.9,0,0,0,0,0,0,0,0,0.25,0.1,2,2.4,4.4,0.1,0,30,0.51,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wholemeal bread, average",11-476,"21 samples, sliced and unsliced",Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194. Vitamin K1 value from Bolton-Smith et al, Br. J. Nutr. 83, 2000",217,9.85,40.15,2.7,1.65,5,7,2.5,35.7,41.2,0,,0,0,0,0,0,0,15,0,0,24.1,0.46,0,0,0,0,30.75,0.58,31.75,0.59,42.93,0.82,43.68,0.82,0,0,0,0,1.75,0.04,487,253,106,66,202,2.4,0.23,1.6,800,1.75,7,0,0,36.3,20.9,0.3,7.9,1.3,0.6,0.3,1.8,0,0,0.2,0,0.4,0,2.2,0,0,0,0,0,0,0,0,0.25,0.05,3.8,2.3,6.2,0.11,0,40,0.63,6.3,0,0,0,0,0,0,0,0,0,0,0,0.28,2
Ciabatta,11-609,8 samples,Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194, some inorganics  and vitamins estimated from white bread, french stick.",271,10.75,49.75,3.05,1.8,2.3,3.3,3.9,44.5,29.2,0,,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,15.94,0.57,59.03,2.11,23.97,0.86,23.97,0.86,0,0,0,0,0.51,0.02,538,152,121,22,100,1.4,0.09,0.7,830,0.6,19,10,0,29.8,19.8,0.2,5.6,0.9,0.3,0.3,0.5,0,0,0,0,0.1,0.3,2.7,0,0,0,0,0,0,0,0,0.24,0.06,2,2.2,4.4,0.07,0,21,0.4,1,0,0,0,0,0.35,0.1,0,0.78,0,0,0,0.47,0
"Wholemeal bread, toasted",11-611,Calculated using weight loss of 14.6%,Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194",255,11.65,47.05,3.15,1.93,5.9,8.2,2.9,41.8,31.1,0,,0,0,0,0,0,0,0,0,0,28.2,0.54,0,0,0,0,36,0.69,37.17,0.69,50.27,0.96,51.15,0.96,0,0,0,0,2.05,0.05,570,296,124,77,237,2.81,0.27,1.9,937,2.05,11,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.5,0,2.5,0,0,0,0,0,0,0,0,0.25,0.06,4.5,2.7,7.2,0.13,0.7,46,0.74,7.4,0,0,0,0,0,0,0,0,0,0,0,0.33,0
"Currant bread, toasted",11-077,Calculated using 12% weight loss,Cereals and cereal products ,AF,Data as CCP and MW5 (50-038),323,8.85,54.9,16.05,1.48,0,0,8.5,37,25.9,0,,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,1.6,0,0,0,2.2,0,0,0,0,0,0,330,250,96,29,100,1.8,0.36,0.8,540,0.48,0,33,0,0,0,0,0,0,0,0,0,0,0,7,0,7.5,0,1.4,0.2,0,0,0,0,0,0,0,0.16,0.1,1.7,1.7,0,0.1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naan bread,11-463,12 samples  including garlic and coriander,Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000.",285,8.3,47.95,3.05,1.4,2,2.9,7.3,42.7,30.8,0,,0,0,0,0,11,0,113,0,11,15.07,0.97,0,0,0,0,47.04,3.03,47.46,3.05,35.79,2.31,36.81,2.37,0,0,0,0,1.44,0.09,604,172,187,21,299,1.6,0.09,0.7,0,0.45,0,0,0,50.5,28.4,2.6,14.6,1.6,0.5,0.5,0.9,5,0,0.7,0,0.8,0,1.3,0.4,5,0,0,0,7,5,0,0.27,0.05,3,1.8,4.8,0,0,15,0,0,0,0,0.12,0.1,0.49,0.08,0.05,1.13,0,0,0,0.64,3.8
"Garlic bread, pre-packed, frozen",11-460,"10 samples, 8 brands. Part baked.",Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194",365,8.3,44,3.65,1.4,0,0,18.3,38.5,25.7,0,,0,0,0,0,54,0,50,0,54,55.81,9.69,0,0,0,0,28.32,4.91,31.86,5.53,8.38,1.46,9.74,1.46,0,0,0,0,4.91,0.85,644,0,0,0,0,0,0,0,0,0,0,0,0,36.1,21.1,1.2,8.9,1,0.3,0.3,1.2,37,0,0,0,0.3,0,2.4,0,95,62,0,0,151,142,0,0.24,0.07,1.5,2.2,3.7,0.07,0,20,0.39,0.5,0,0,0,0,0.13,0.03,0.22,0.01,0,0,0,0.16,0
Currant bread,11-076,"10 samples, 10 different shops",Cereals and cereal products ,AF,Data as CCP/MW5 (50-037),289,8,49,14.35,1.32,0,0,7.6,33,29.4,0,,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,1.5,0,0,0,2,0,0,0,0,0,0,290,220,86,26,93,1.6,0.32,0.7,480,0.43,0,29,0,0,0,0,0,0,0,0,0,0,0,6.3,0,6.7,0,1.2,0.2,0,0,0,0,0,0,0,0.19,0.09,1.5,1.5,0,0.09,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granary bread,11-461,"24 samples, sliced and unsliced",Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194.",237,9.95,45.3,2.85,1.65,3.3,5.3,2.3,40.5,34.9,0,,0,0,0,0,0,0,41,0,0,29.62,0.58,0,0,0,0,30.94,0.6,31.28,0.61,37.93,0.74,38.72,0.76,0,0,0,0,1.12,0.02,545,191,209,39,138,1.9,0.18,1.1,796,0.82,6,8,0,26.9,15.9,0.3,5.5,0.8,0.2,0.3,1.5,0,0,0.1,0,0.3,0,2.5,0,0,0,0,0,0,0,0,0.24,0.09,2.7,2.4,5.1,0.19,0,88,0.51,0.7,0,0,0,0,0.16,0.16,0.03,0.08,0,0,0,0.23,0
"Malt bread, fruited",11-462,"6 samples, 3 brands",Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194. Vit B6, vit B12, pantothenate and biotin from 50-042.",295,8.3,62.75,22.4,1.4,2.6,3.5,2.3,38.5,24.2,0,,0,0,0,0,0,0,21,0,0,20,0.52,0,0,0,0,34.86,0.91,39.8,1,38.65,1.01,39.69,1.01,0,0,0,0,5.95,0.16,246,234,104,37,125,1.7,0.14,0.7,408,0.71,10,27,0,22.2,13.8,0.5,4.5,1.1,0.3,0.3,0.6,0.3,0,7.4,0,6.3,1,7.2,0.7,0,0,0,0,0,0,0,0.24,0.32,2.4,1.9,4.3,0.11,0,34,0,0,0,0,0,0,0.13,0.08,0.03,0.18,0,0,0,0.18,0
